store_id,datetime,transaction_qty,hour,day_of_week,lag_1,lag_24,lag_168,rolling_3,rolling_7,naive_forecast,moving_avg_forecast
3,2025-01-08 12:00:00,28,12,2,21.0,19.0,0.0,22.0,18.285714285714285,21.0,22.0
3,2025-01-08 13:00:00,20,13,2,28.0,41.0,0.0,23.0,17.714285714285715,28.0,23.0
3,2025-01-08 14:00:00,15,14,2,20.0,16.0,0.0,21.0,19.0,20.0,21.0
3,2025-01-08 15:00:00,21,15,2,15.0,12.0,0.0,18.666666666666668,19.0,15.0,18.666666666666668
3,2025-01-08 16:00:00,11,16,2,21.0,37.0,0.0,15.666666666666666,19.0,21.0,15.666666666666666
3,2025-01-08 17:00:00,7,17,2,11.0,29.0,0.0,13.0,17.571428571428573,11.0,13.0
3,2025-01-08 18:00:00,34,18,2,7.0,23.0,0.0,17.333333333333332,19.428571428571427,7.0,17.333333333333332
3,2025-01-08 19:00:00,21,19,2,34.0,34.0,0.0,20.666666666666668,18.428571428571427,34.0,20.666666666666668
3,2025-01-09 07:00:00,34,7,3,21.0,29.0,0.0,29.666666666666668,20.428571428571427,21.0,29.666666666666668
3,2025-01-09 08:00:00,25,8,3,34.0,28.0,0.0,26.666666666666668,21.857142857142858,34.0,26.666666666666668
3,2025-01-09 10:00:00,20,10,3,25.0,28.0,0.0,26.33333333333333,21.714285714285715,25.0,26.333333333333332
3,2025-01-09 11:00:00,21,11,3,20.0,4.0,0.0,22.0,23.142857142857142,20.0,22.0
3,2025-01-09 12:00:00,15,12,3,21.0,2.0,0.0,18.666666666666668,24.285714285714285,21.0,18.666666666666668
3,2025-01-09 13:00:00,26,13,3,15.0,13.0,0.0,20.666666666666668,23.142857142857142,15.0,20.666666666666668
3,2025-01-09 14:00:00,21,14,3,26.0,24.0,0.0,20.666666666666668,23.142857142857142,26.0,20.666666666666668
3,2025-01-09 15:00:00,18,15,3,21.0,22.0,0.0,21.666666666666668,20.857142857142858,21.0,21.666666666666668
3,2025-01-09 16:00:00,10,16,3,18.0,27.0,0.0,16.333333333333332,18.714285714285715,18.0,16.333333333333332
3,2025-01-09 17:00:00,19,17,3,10.0,31.0,0.0,15.666666666666666,18.571428571428573,10.0,15.666666666666666
3,2025-01-09 18:00:00,13,18,3,19.0,24.0,0.0,14.0,17.428571428571427,19.0,14.0
3,2025-01-09 19:00:00,26,19,3,13.0,6.0,0.0,19.33333333333333,19.0,13.0,19.333333333333332
3,2025-01-10 07:00:00,24,7,4,26.0,21.0,0.0,21.0,18.714285714285715,26.0,21.0
3,2025-01-10 08:00:00,21,8,4,24.0,11.0,0.0,23.666666666666668,18.714285714285715,24.0,23.666666666666668
3,2025-01-10 09:00:00,23,9,4,21.0,17.0,0.0,22.666666666666668,19.428571428571427,21.0,22.666666666666668
3,2025-01-10 10:00:00,35,10,4,23.0,21.0,0.0,26.33333333333333,23.0,23.0,26.333333333333332
3,2025-01-10 11:00:00,8,11,4,35.0,28.0,0.0,22.0,21.428571428571427,35.0,22.0
3,2025-01-10 12:00:00,13,12,4,8.0,20.0,0.0,18.666666666666668,21.428571428571427,8.0,18.666666666666668
3,2025-01-10 13:00:00,8,13,4,13.0,15.0,0.0,9.666666666666666,18.857142857142858,13.0,9.666666666666666
3,2025-01-10 14:00:00,6,14,4,8.0,21.0,0.0,9.0,16.285714285714285,8.0,9.0
3,2025-01-10 15:00:00,6,15,4,6.0,11.0,0.0,6.666666666666667,14.142857142857142,6.0,6.666666666666667
3,2025-01-10 16:00:00,7,16,4,6.0,7.0,0.0,6.333333333333333,11.857142857142858,6.0,6.333333333333333
3,2025-01-10 17:00:00,9,17,4,7.0,34.0,0.0,7.333333333333333,8.142857142857142,7.0,7.333333333333333
3,2025-01-10 18:00:00,10,18,4,9.0,21.0,0.0,8.666666666666666,8.428571428571429,9.0,8.666666666666666
3,2025-01-10 19:00:00,3,19,4,10.0,34.0,0.0,7.333333333333333,7.0,10.0,7.333333333333333
3,2025-01-11 07:00:00,28,7,5,3.0,25.0,0.0,13.666666666666666,9.857142857142858,3.0,13.666666666666666
3,2025-01-11 08:00:00,65,8,5,28.0,20.0,0.0,32.0,18.285714285714285,28.0,32.0
3,2025-01-11 09:00:00,59,9,5,65.0,21.0,0.0,50.66666666666666,25.857142857142858,65.0,50.666666666666664
3,2025-01-11 10:00:00,32,10,5,59.0,15.0,0.0,52.0,29.428571428571427,59.0,52.0
3,2025-01-11 11:00:00,12,11,5,32.0,26.0,0.0,34.333333333333336,29.857142857142858,32.0,34.333333333333336
3,2025-01-11 12:00:00,9,12,5,12.0,21.0,0.0,17.666666666666668,29.714285714285715,12.0,17.666666666666668
3,2025-01-11 13:00:00,15,13,5,9.0,18.0,0.0,12.0,31.428571428571427,9.0,12.0
3,2025-01-11 14:00:00,16,14,5,15.0,10.0,0.0,13.333333333333334,29.714285714285715,15.0,13.333333333333334
3,2025-01-11 15:00:00,9,15,5,16.0,19.0,0.0,13.333333333333334,21.714285714285715,16.0,13.333333333333334
3,2025-01-11 16:00:00,9,16,5,9.0,13.0,0.0,11.333333333333334,14.571428571428571,9.0,11.333333333333334
3,2025-01-11 17:00:00,6,17,5,9.0,26.0,0.0,8.0,10.857142857142858,9.0,8.0
3,2025-01-11 18:00:00,1,18,5,6.0,24.0,0.0,5.333333333333333,9.285714285714286,6.0,5.333333333333333
3,2025-01-12 07:00:00,28,7,6,1.0,21.0,0.0,11.666666666666666,12.0,1.0,11.666666666666666
3,2025-01-12 08:00:00,30,8,6,28.0,23.0,0.0,19.666666666666668,14.142857142857142,28.0,19.666666666666668
3,2025-01-12 09:00:00,37,9,6,30.0,35.0,0.0,31.666666666666668,17.142857142857142,30.0,31.666666666666668
3,2025-01-12 10:00:00,45,10,6,37.0,8.0,0.0,37.333333333333336,22.285714285714285,37.0,37.333333333333336
3,2025-01-12 11:00:00,12,11,6,45.0,13.0,0.0,31.33333333333333,22.714285714285715,45.0,31.333333333333332
3,2025-01-12 12:00:00,8,12,6,12.0,8.0,0.0,21.666666666666668,23.0,12.0,21.666666666666668
3,2025-01-12 13:00:00,11,13,6,8.0,6.0,0.0,10.333333333333334,24.428571428571427,8.0,10.333333333333334
3,2025-01-12 14:00:00,9,14,6,11.0,6.0,0.0,9.333333333333334,21.714285714285715,11.0,9.333333333333334
3,2025-01-12 18:00:00,12,18,6,9.0,7.0,0.0,10.666666666666666,19.142857142857142,9.0,10.666666666666666
3,2025-01-12 19:00:00,8,19,6,12.0,9.0,0.0,9.666666666666666,15.0,12.0,9.666666666666666
3,2025-01-13 07:00:00,26,7,0,8.0,10.0,0.0,15.333333333333334,12.285714285714286,8.0,15.333333333333334
3,2025-01-13 08:00:00,33,8,0,26.0,3.0,0.0,22.33333333333333,15.285714285714286,26.0,22.333333333333332
3,2025-01-13 09:00:00,33,9,0,33.0,28.0,0.0,30.666666666666668,18.857142857142858,33.0,30.666666666666668
3,2025-01-13 10:00:00,29,10,0,33.0,65.0,0.0,31.666666666666668,21.428571428571427,33.0,31.666666666666668
3,2025-01-13 11:00:00,12,11,0,29.0,59.0,0.0,24.666666666666668,21.857142857142858,29.0,24.666666666666668
3,2025-01-13 12:00:00,1,12,0,12.0,32.0,0.0,14.0,20.285714285714285,12.0,14.0
3,2025-01-13 13:00:00,9,13,0,1.0,12.0,0.0,7.333333333333333,20.428571428571427,1.0,7.333333333333333
3,2025-01-13 14:00:00,8,14,0,9.0,9.0,0.0,6.0,17.857142857142858,9.0,6.0
3,2025-01-13 16:00:00,10,16,0,8.0,15.0,0.0,9.0,14.571428571428571,8.0,9.0
3,2025-01-13 17:00:00,18,17,0,10.0,16.0,0.0,12.0,12.428571428571429,10.0,12.0
3,2025-01-13 18:00:00,11,18,0,18.0,9.0,0.0,13.0,9.857142857142858,18.0,13.0
3,2025-01-13 19:00:00,10,19,0,11.0,9.0,0.0,13.0,9.571428571428571,11.0,13.0
3,2025-01-14 07:00:00,43,7,1,10.0,6.0,0.0,21.33333333333333,15.571428571428571,10.0,21.333333333333332
3,2025-01-14 08:00:00,27,8,1,43.0,1.0,0.0,26.666666666666668,18.142857142857142,43.0,26.666666666666668
3,2025-01-14 09:00:00,23,9,1,27.0,28.0,0.0,31.0,20.285714285714285,27.0,31.0
3,2025-01-14 10:00:00,46,10,1,23.0,30.0,0.0,32.0,25.428571428571427,23.0,32.0
3,2025-01-14 15:00:00,11,15,1,46.0,37.0,0.0,26.666666666666668,24.428571428571427,46.0,26.666666666666668
3,2025-01-14 16:00:00,4,16,1,11.0,45.0,0.0,20.33333333333333,23.428571428571427,11.0,20.333333333333332
3,2025-01-14 17:00:00,18,17,1,4.0,12.0,0.0,11.0,24.571428571428573,4.0,11.0
3,2025-01-14 18:00:00,12,18,1,18.0,8.0,0.0,11.333333333333334,20.142857142857142,18.0,11.333333333333334
3,2025-01-14 19:00:00,10,19,1,12.0,11.0,0.0,13.333333333333334,17.714285714285715,12.0,13.333333333333334
3,2025-01-15 08:00:00,47,8,2,10.0,9.0,0.0,23.0,21.142857142857142,10.0,23.0
3,2025-01-15 09:00:00,41,9,2,47.0,12.0,0.0,32.666666666666664,20.428571428571427,47.0,32.666666666666664
3,2025-01-15 10:00:00,13,10,2,41.0,8.0,0.0,33.666666666666664,20.714285714285715,41.0,33.666666666666664
3,2025-01-15 11:00:00,10,11,2,13.0,26.0,0.0,21.33333333333333,21.571428571428573,13.0,21.333333333333332
3,2025-01-15 12:00:00,14,12,2,10.0,33.0,0.0,12.333333333333334,21.0,10.0,12.333333333333334
3,2025-01-15 13:00:00,10,13,2,14.0,33.0,0.0,11.333333333333334,20.714285714285715,14.0,11.333333333333334
3,2025-01-15 14:00:00,3,14,2,10.0,29.0,0.0,9.0,19.714285714285715,10.0,9.0
3,2025-01-15 15:00:00,12,15,2,3.0,12.0,0.0,8.333333333333334,14.714285714285714,3.0,8.333333333333334
3,2025-01-15 16:00:00,2,16,2,12.0,1.0,0.0,5.666666666666667,9.142857142857142,12.0,5.666666666666667
3,2025-01-15 17:00:00,12,17,2,2.0,9.0,0.0,8.666666666666666,9.0,2.0,8.666666666666666
3,2025-01-15 18:00:00,13,18,2,12.0,8.0,0.0,9.0,9.428571428571429,12.0,9.0
3,2025-01-15 19:00:00,18,19,2,13.0,10.0,0.0,14.333333333333334,10.0,13.0,14.333333333333334
3,2025-01-16 07:00:00,36,7,3,18.0,18.0,0.0,22.33333333333333,13.714285714285714,18.0,22.333333333333332
3,2025-01-16 08:00:00,41,8,3,36.0,11.0,0.0,31.666666666666668,19.142857142857142,36.0,31.666666666666668
3,2025-01-16 09:00:00,2,9,3,41.0,10.0,0.0,26.33333333333333,17.714285714285715,41.0,26.333333333333332
3,2025-01-16 10:00:00,41,10,3,2.0,43.0,0.0,28.0,23.285714285714285,2.0,28.0
3,2025-01-16 11:00:00,10,11,3,41.0,27.0,0.0,17.666666666666668,23.0,41.0,17.666666666666668
3,2025-01-16 12:00:00,8,12,3,10.0,23.0,0.0,19.666666666666668,22.285714285714285,10.0,19.666666666666668
3,2025-01-16 13:00:00,15,13,3,8.0,46.0,0.0,11.0,21.857142857142858,8.0,11.0
3,2025-01-16 14:00:00,3,14,3,15.0,11.0,0.0,8.666666666666666,17.142857142857142,15.0,8.666666666666666
3,2025-01-16 15:00:00,13,15,3,3.0,4.0,0.0,10.333333333333334,13.142857142857142,3.0,10.333333333333334
3,2025-01-16 16:00:00,3,16,3,13.0,18.0,0.0,6.333333333333333,13.285714285714286,13.0,6.333333333333333
3,2025-01-16 17:00:00,14,17,3,3.0,12.0,0.0,10.0,9.428571428571429,3.0,10.0
3,2025-01-16 18:00:00,2,18,3,14.0,10.0,0.0,6.333333333333333,8.285714285714286,14.0,6.333333333333333
3,2025-01-16 19:00:00,14,19,3,2.0,47.0,0.0,10.0,9.142857142857142,2.0,10.0
3,2025-01-17 08:00:00,3,8,4,14.0,41.0,31.0,6.333333333333333,7.428571428571429,14.0,6.333333333333333
3,2025-01-17 09:00:00,67,9,4,3.0,13.0,40.0,28.0,16.571428571428573,3.0,28.0
3,2025-01-17 10:00:00,79,10,4,67.0,10.0,31.0,49.66666666666666,26.0,67.0,49.666666666666664
3,2025-01-17 11:00:00,7,11,4,79.0,14.0,22.0,51.0,26.571428571428573,79.0,51.0
3,2025-01-17 12:00:00,13,12,4,7.0,10.0,30.0,33.0,26.428571428571427,7.0,33.0
3,2025-01-17 13:00:00,21,13,4,13.0,3.0,33.0,13.666666666666666,29.142857142857142,13.0,13.666666666666666
3,2025-01-17 14:00:00,13,14,4,21.0,12.0,25.0,15.666666666666666,29.0,21.0,15.666666666666666
3,2025-01-17 15:00:00,16,15,4,13.0,2.0,24.0,16.666666666666668,30.857142857142858,13.0,16.666666666666668
3,2025-01-17 16:00:00,6,16,4,16.0,12.0,38.0,11.666666666666666,22.142857142857142,16.0,11.666666666666666
3,2025-01-17 17:00:00,23,17,4,6.0,13.0,36.0,15.0,14.142857142857142,6.0,15.0
3,2025-01-17 18:00:00,21,18,4,23.0,18.0,34.0,16.666666666666668,16.142857142857142,23.0,16.666666666666668
3,2025-01-17 19:00:00,19,19,4,21.0,36.0,28.0,21.0,17.0,21.0,21.0
3,2025-01-18 07:00:00,49,7,5,19.0,41.0,27.0,29.666666666666668,21.0,19.0,29.666666666666668
3,2025-01-18 08:00:00,35,8,5,49.0,2.0,38.0,34.333333333333336,24.142857142857142,49.0,34.333333333333336
3,2025-01-18 09:00:00,50,9,5,35.0,41.0,6.0,44.66666666666666,29.0,35.0,44.666666666666664
3,2025-01-18 10:00:00,51,10,5,50.0,10.0,14.0,45.333333333333336,35.42857142857143,50.0,45.333333333333336
3,2025-01-18 11:00:00,15,11,5,51.0,8.0,27.0,38.66666666666666,34.285714285714285,51.0,38.666666666666664
3,2025-01-18 12:00:00,8,12,5,15.0,15.0,35.0,24.666666666666668,32.42857142857143,15.0,24.666666666666668
3,2025-01-18 13:00:00,18,13,5,8.0,3.0,23.0,13.666666666666666,32.285714285714285,8.0,13.666666666666666
3,2025-01-18 14:00:00,18,14,5,18.0,13.0,37.0,14.666666666666666,27.857142857142858,18.0,14.666666666666666
3,2025-01-18 15:00:00,7,15,5,18.0,3.0,42.0,14.333333333333334,23.857142857142858,18.0,14.333333333333334
3,2025-01-19 07:00:00,63,7,6,7.0,14.0,35.0,29.33333333333333,25.714285714285715,7.0,29.333333333333332
3,2025-01-19 08:00:00,36,8,6,63.0,2.0,35.0,35.333333333333336,23.571428571428573,63.0,35.333333333333336
3,2025-01-19 09:00:00,33,9,6,36.0,14.0,34.0,44.0,26.142857142857142,36.0,44.0
3,2025-01-19 10:00:00,64,10,6,33.0,3.0,25.0,44.333333333333336,34.142857142857146,33.0,44.333333333333336
3,2025-01-19 11:00:00,11,11,6,64.0,67.0,23.0,36.0,33.142857142857146,64.0,36.0
3,2025-01-19 12:00:00,3,12,6,11.0,79.0,45.0,26.0,31.0,11.0,26.0
3,2025-01-19 15:00:00,6,15,6,3.0,7.0,35.0,6.666666666666667,30.857142857142858,3.0,6.666666666666667
3,2025-01-19 16:00:00,11,16,6,6.0,13.0,29.0,6.666666666666667,23.428571428571427,6.0,6.666666666666667
3,2025-01-19 17:00:00,15,17,6,11.0,21.0,21.0,10.666666666666666,20.428571428571427,11.0,10.666666666666666
3,2025-01-19 18:00:00,18,18,6,15.0,13.0,25.0,14.666666666666666,18.285714285714285,15.0,14.666666666666666
3,2025-01-19 19:00:00,18,19,6,18.0,16.0,21.0,17.0,11.714285714285714,18.0,17.0
3,2025-01-20 07:00:00,51,7,0,18.0,6.0,36.0,29.0,17.428571428571427,18.0,29.0
3,2025-01-20 08:00:00,36,8,0,51.0,23.0,29.0,35.0,22.142857142857142,51.0,35.0
3,2025-01-20 09:00:00,44,9,0,36.0,21.0,16.0,43.66666666666666,27.571428571428573,36.0,43.666666666666664
3,2025-01-20 10:00:00,46,10,0,44.0,19.0,48.0,42.0,32.57142857142857,44.0,42.0
3,2025-01-20 12:00:00,6,12,0,46.0,49.0,49.0,32.0,31.285714285714285,46.0,32.0
3,2025-01-20 13:00:00,13,13,0,6.0,35.0,15.0,21.666666666666668,30.571428571428573,6.0,21.666666666666668
3,2025-01-20 14:00:00,11,14,0,13.0,50.0,12.0,10.0,29.571428571428573,13.0,10.0
3,2025-01-20 15:00:00,8,15,0,11.0,51.0,20.0,10.666666666666666,23.428571428571427,11.0,10.666666666666666
3,2025-01-20 16:00:00,10,16,0,8.0,15.0,33.0,9.666666666666666,19.714285714285715,8.0,9.666666666666666
3,2025-01-20 17:00:00,19,17,0,10.0,8.0,21.0,12.333333333333334,16.142857142857142,10.0,12.333333333333334
3,2025-01-20 18:00:00,7,18,0,19.0,18.0,27.0,12.0,10.571428571428571,19.0,12.0
3,2025-01-20 19:00:00,13,19,0,7.0,18.0,19.0,13.0,11.571428571428571,7.0,13.0
3,2025-01-21 07:00:00,50,7,1,13.0,7.0,41.0,23.33333333333333,16.857142857142858,13.0,23.333333333333332
3,2025-01-21 08:00:00,52,8,1,50.0,63.0,16.0,38.333333333333336,22.714285714285715,50.0,38.333333333333336
3,2025-01-21 09:00:00,32,9,1,52.0,36.0,12.0,44.66666666666666,26.142857142857142,52.0,44.666666666666664
3,2025-01-21 10:00:00,15,10,1,32.0,33.0,37.0,33.0,26.857142857142858,32.0,33.0
3,2025-01-21 11:00:00,15,11,1,15.0,64.0,29.0,20.666666666666668,26.285714285714285,15.0,20.666666666666668
3,2025-01-21 12:00:00,5,12,1,15.0,11.0,23.0,11.666666666666666,26.0,15.0,11.666666666666666
3,2025-01-21 13:00:00,12,13,1,5.0,3.0,34.0,10.666666666666666,25.857142857142858,5.0,10.666666666666666
3,2025-01-21 14:00:00,16,14,1,12.0,6.0,29.0,11.0,21.0,12.0,11.0
3,2025-01-21 15:00:00,12,15,1,16.0,11.0,28.0,13.333333333333334,15.285714285714286,16.0,13.333333333333334
3,2025-01-21 16:00:00,12,16,1,12.0,15.0,28.0,13.333333333333334,12.428571428571429,12.0,13.333333333333334
3,2025-01-21 17:00:00,13,17,1,12.0,18.0,4.0,12.333333333333334,12.142857142857142,12.0,12.333333333333334
3,2025-01-21 18:00:00,3,18,1,13.0,18.0,2.0,9.333333333333334,10.428571428571429,13.0,9.333333333333334
3,2025-01-21 19:00:00,15,19,1,3.0,51.0,13.0,10.333333333333334,11.857142857142858,3.0,10.333333333333334
3,2025-01-22 07:00:00,18,7,2,15.0,36.0,24.0,12.0,12.714285714285714,15.0,12.0
3,2025-01-22 08:00:00,36,8,2,18.0,44.0,22.0,23.0,15.571428571428571,18.0,23.0
3,2025-01-22 09:00:00,20,9,2,36.0,46.0,27.0,24.666666666666668,16.714285714285715,36.0,24.666666666666668
3,2025-01-22 10:00:00,56,10,2,20.0,6.0,31.0,37.333333333333336,23.0,20.0,37.333333333333336
3,2025-01-22 11:00:00,10,11,2,56.0,13.0,24.0,28.666666666666668,22.571428571428573,56.0,28.666666666666668
3,2025-01-22 12:00:00,10,12,2,10.0,11.0,6.0,25.33333333333333,23.571428571428573,10.0,25.333333333333332
3,2025-01-22 13:00:00,12,13,2,10.0,8.0,21.0,10.666666666666666,23.142857142857142,10.0,10.666666666666666
3,2025-01-22 14:00:00,13,14,2,12.0,10.0,11.0,11.666666666666666,22.428571428571427,12.0,11.666666666666666
3,2025-01-22 15:00:00,10,15,2,13.0,19.0,17.0,11.666666666666666,18.714285714285715,13.0,11.666666666666666
3,2025-01-22 16:00:00,9,16,2,10.0,7.0,21.0,10.666666666666666,17.142857142857142,10.0,10.666666666666666
3,2025-01-22 17:00:00,7,17,2,9.0,13.0,28.0,8.666666666666666,10.142857142857142,9.0,8.666666666666666
3,2025-01-22 18:00:00,15,18,2,7.0,50.0,20.0,10.333333333333334,10.857142857142858,7.0,10.333333333333334
3,2025-01-22 19:00:00,17,19,2,15.0,52.0,15.0,13.0,11.857142857142858,15.0,13.0
3,2025-01-23 08:00:00,25,8,3,17.0,32.0,21.0,19.0,13.714285714285714,17.0,19.0
